epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,2807.01,0.95584,0.48956,0.92421,0.99855,0.97361,0.99423,0.80777,0.73862,0.33071,0.88333,0.000140445,0.000140445,0.000140445
187,2819.15,0.94124,0.48783,0.9226,0.99789,0.97087,0.99347,0.80882,0.74172,0.32791,0.88297,0.000132193,0.000132193,0.000132193
188,2831.26,0.95275,0.48862,0.92367,0.99761,0.97087,0.99283,0.80939,0.7342,0.33268,0.88121,0.000123941,0.000123941,0.000123941
189,2843.38,0.97232,0.49634,0.92757,0.98991,0.98201,0.99335,0.80736,0.7412,0.33403,0.8832,0.00011569,0.00011569,0.00011569
190,2855.67,0.95888,0.49064,0.92547,0.99831,0.97389,0.99309,0.80564,0.73448,0.33163,0.88344,0.000107438,0.000107438,0.000107438
191,2867.29,0.89794,0.44259,0.90132,0.99015,0.97087,0.99365,0.8032,0.73859,0.33497,0.8831,9.91865e-05,9.91865e-05,9.91865e-05
192,2878.93,0.8725,0.4359,0.89478,0.99726,0.97087,0.99361,0.80258,0.73239,0.33024,0.88276,9.09349e-05,9.09349e-05,9.09349e-05
193,2890.49,0.87184,0.4363,0.88948,0.99005,0.98561,0.99356,0.8056,0.73131,0.33321,0.88184,8.26832e-05,8.26832e-05,8.26832e-05
194,2902.08,0.87094,0.43396,0.89173,1,0.97643,0.99222,0.80259,0.73699,0.33101,0.88324,7.44316e-05,7.44316e-05,7.44316e-05
195,2913.83,0.86916,0.4283,0.89021,1,0.98061,0.99237,0.80544,0.72752,0.33206,0.88059,6.61799e-05,6.61799e-05,6.61799e-05
196,2925.34,0.85782,0.42232,0.88562,0.99984,0.98321,0.99238,0.80781,0.73063,0.32942,0.88099,5.79283e-05,5.79283e-05,5.79283e-05
197,2936.84,0.85468,0.42861,0.88131,1,0.97738,0.99411,0.8047,0.74198,0.32802,0.88489,4.96766e-05,4.96766e-05,4.96766e-05
198,2948.53,0.85412,0.42133,0.8877,0.99993,0.97727,0.99366,0.80255,0.73639,0.32623,0.88284,4.1425e-05,4.1425e-05,4.1425e-05
199,2960.09,0.85295,0.42284,0.88419,1,0.97721,0.99366,0.80222,0.72974,0.32763,0.88086,3.31733e-05,3.31733e-05,3.31733e-05
200,2971.59,0.85831,0.42463,0.88772,0.99969,0.97726,0.99251,0.80206,0.7287,0.32634,0.88051,2.49217e-05,2.49217e-05,2.49217e-05
